Stany magazynowe towarów: na dzień 2026-04-27, jednostka dodatkowa1					
Kod towaru	nazwa towaru	jm	stan	cena	wartość
09S15/29 F/W	Sklejka liściasta antypoślizgowa 9x1250x3050 F/W	szt	0	0	0
09S15/56 F/W	Sklejka liściasta antypoślizgowa 9x1525x2750 F/W	szt	0	0	0
09S15/57 F/W	Sklejka liściasta antypoślizgowa 9x2150x3340 F/W	szt	0	0	0
09S15/57 F/W grey/d.br.	Sklejka liściasta antypoślizgowa 9x2150x3340 F/W szara/ciemny brąz	szt	0	0	0
09S15/57 F/W H+	Sklejka liściasta antypoślizgowa 9x2150x3340 F/W heksa plus	szt	12,007	137,64	1652,59
09S15/57 F/WH+ grey/d.br.	Sklejka liściasta antypoślizgowa 9x2150x3340 F/W heksa plus szara/ciemny brąz	szt	0	0	0
09S15/60 F/W	Sklejka liściasta antypoślizgowa 9x1250x2750 F/W	szt	0	0	0
09S15/62 F/W	Sklejka liściasta antypoślizgowa 9x2150x3050 F/W	szt	23,9929	238,07	5711,92
09S15/62 F/WH+	Sklejka liściasta antypoślizgowa 9x2150x3050 F/W heksa plus	szt	0	0	0
09S15/62 F/Wh+ grey	Sklejka liściasta antypoślizgowa 9x2150x3050 F/WW heksa plus szara	szt	0	0	0
09S15/62 F/WH+ grey/d.br	Sklejka liściasta antypoślizgowa 9x2150x3050 F/W heksa plus szara/ciemny brąz	szt	23,9759	232,16	5566,29
09S15/63 F/WH+	Sklejka liściasta antypoślizgowa 9x1250x2700 F/W heksa plus	szt	0	0	0
09S15/65 F/W	Sklejka liściasta antypoślizgowa 9x1525x2150 F/W	szt	0	0	0
09S15/69 F/W	Sklejka liściasta antypoślizgowa 9x2150x1525 F/W	szt	0	0	0
09S15/69 F/WH+	Sklejka liściasta antypoślizgowa 9x2150x1525 F/W heksa plus	szt	0	0	0
09S15/69 F/WH+ grey/d.br.	Sklejka liściasta antypoślizgowa 9x2150x1525 F/W heksa plus szara/brązowa	szt	0	0	0
09S15/75 F/W	Sklejka liściasta antypoślizgowa 9x2150x4000 F/W	szt	25	263,29	6582,24
09s15/75 F/WH+	Sklejka liściasta antypoślizgowa 9x2150x4000 F/W heksa plus	szt	0	0	0
09S15/75 F/WH+ grey	Sklejka liściasta antypoślizgowa 9x2150x4000 F/W heksa plus szara	szt	0	0	0
09S15/75 F/WH+ grey/d.br	Sklejka liściasta antypoślizgowa 9x2150x4000 F/W heksa plus szara/ciemny brąz	szt	0	0	0
09S15/76 F/W	Sklejka liściasta antypoślizgowa 9x1525x3660 F/W	szt	0	0	0
09S15/76 F/W grey/d.br.	Sklejka liściasta antypoślizgowa 9x1525x3660 F/W grey/d.br.	szt	0	0	0
09S15/77 F/W	Sklejka liściasta antypoślizgowa 9x2290x4000 F/W	szt	0	0	0
09S15/90 F/W	Sklejka liściasta antypoślizgowa 9x1525x3340 F/W	szt	0	0	0
09S15/94 F/W	Sklejka liściasta antypoślizgowa 9x1250x3660 F/W FSC Mix Credit SGSCH-COC-009690	szt	0	0	0
09S15/98 F/W	Sklejka liściasta antypoślizgowa 9x1250x3340 F/W FSC Mix Credit SGSCH-COC-009690	szt	0	0	0
09S15/xcut	sklejka liściasta WD, gr. 9 mm, foliowana	szt	0	0	0
09S15/xcut F/W	Sklejka liściasta antypoślizgowa 9x1800x3450 F/W	szt	0	0	0
09S16/05 W/W	Sklejka liściasta antypoślizgowa 9x1250x2500 W/W	szt	0	0	0
09S18/02	Sklejka liściasta suchotrwała 9x1525x1525 CP/C	szt	0	0	0
09S18/02 E	Sklejka liściasta wodoodporna 9x1525x1525 CP/C	szt	0	0	0
09S18/03 E	Sklejka liściasta wodoodporna 9x1220x2440 CP/C	szt	0	0	0
09S18/04 E	Sklejka liściasta wodoodporna 9x2440x1220 CP/C	szt	0	0	0
09S18/05 E	Sklejka liściasta wodoodporna 9x1250x2500 CP/C	szt	0	0	0
09S18/06 E	Sklejka liściasta wodoodporna 9x2500x1250 CP/C	szt	0	0	0
09S18/07 E	Sklejka liściasta wodoodporna 9x1500x2500 CP/C	szt	0	0	0
09S18/11 E	Sklejka liściasta wodoodporna 9x1525x3050 CP/C	szt	0	0	0
09S18/12 E	Sklejka liściasta wodoodporna 9x1500x3000 CP/C	szt	0	0	0
09S20/05 F/BB grey	Sklejka liściasta foliowana 9x1250x2500 F/BB grey	szt	0	0	0
09S22/02	Sklejka liściasta suchotrwała 9x1525x1525 BB/C	szt	0	0	0
09S22/04 E	Sklejka liściasta wodoodporna 9x2440x1220 BB/C	szt	0	0	0
09S22/05 E	Sklejka liściasta wodoodporna 9x1250x2500 BB/C	szt	0	0	0
09S22/05 RP	Sklejka radiata pine BB/CC 9x1250x2500	szt	0	0	0
09S22/06 E	Sklejka liściasta wodoodporna 9x2500x1250 BB/C	szt	0	0	0
09S22/11 E	Sklejka liściasta wodoodporna 9x1525x3050 BB/C	szt	0	0	0
09S22/115 E	Sklejka liściasta wodoodporna 9x1540x3065 BB/C	szt	0	0	0
09S22/12 E	Sklejka liściasta wodoodporna 9x1500x3000 BB/C	szt	0	0	0
09S24/03 WG/H+ grey	Sklejka liściasta antypoślizgowa 9x1220x2440 heksa plus szara	szt	0	0	0
09S24/05 W/WG	Sklejka liściasta antypoślizgowa 9x1250x2500 W/WG	szt	65	151,12	9822,75
09S31/03	Płyta OSB3 9x1220x2440	szt	0	0	0
10S02/02	Sklejka liściasta suchotrwała 10x1525x1525 B/BB	szt	0	0	0
10S04/02	Sklejka liściasta suchotrwała 10x1525x1525 BB/BB	szt	0	0	0
10S04/05 E	Sklejka liściasta wodoodporna 10x1250x2500 BB/BB	szt	0	0	0
10S04/05 MR T	Sklejka topolowa suchotrwała bielona 10x1250x2500 BB/BB	szt	0	0	0
10S04/06 E	Sklejka liściasta wodoodporna 10x2500x1250 BB/BB	szt	0	0	0
10S05/02	Sklejka liściasta suchotrwała 10x1525x1525 BB/CP	szt	0	0	0
10S05/05 E	Sklejka liściasta wodoodporna 10x1250x2500 BB/CP	szt	0	0	0
10S05/06 E	Sklejka liściasta wodoodporna 10x2500x1250 BB/CP	szt	124	158,44	19646,25
10S07/02	Sklejka liściasta suchotrwała 10x1525x1525 CP/CP	szt	0	0	0,04
10S07/02 E	Sklejka liściasta wodoodporna 10x1525x1525 CP/CP	szt	0	0	0
10S07/05 E	Sklejka liściasta wodoodporna 10x1250x2500 CP/CP	szt	0	0	0
10S09/05 E	Sklejka liściasta wodoodporna 10x1250x2500 WG/WG	szt	0	0	0
10S10/02	Sklejka liściasta suchotrwała 10x1525x1525 C/C	szt	0	0	0
10S10/02 E	Sklejka liściasta wodoodporna 10x1525x1525 C/C	szt	0	0	0
10S10/05 E S2S	Sklejka liściasta wodoodporna 10x1250x2500 C/C S2S	szt	0	0	0
10S11/03 PQ	Sklejka liściasta suchotrwała 10x1220x2440	szt	0	0	0
10S11/26 PQ-F	Sklejka liściasta foliowana 10x2150x1250	szt	65,9721	61,29	4043,32
10S14/05 F/W	Sklejka liściasta antypoślizgowa 10x1250x2500 F/W	szt	0	0	0
10S14/05 F/WH+	Sklejka liściasta antypoślizgowa 10x1250x2500 F/W heksa plus	szt	0	0	0
10S15/07 F/WH+ grey/d.br.	Sklejka liściasta antypoślizgowa 10x1500x2500 Heksa Plus szara/brązowa	szt	0	0	0
10S16/05 W/W	Sklejka liściasta antypoślizgowa 10x1250x2500 W/W	szt	0	0	0
10S18/02	Sklejka liściasta suchotrwała 10x1525x1525 CP/C	szt	0	0	0
10S18/02 E	Sklejka liściasta wodoodporna 10x1525x1525 CP/C	szt	0	0	0
10S18/05 E	Sklejka liściasta wodoodporna 10x1250x2500 CP/C	szt	0	0	0
10S18/06 E	Sklejka liściasta wodoodporna 10x2500x1250 CP/C	szt	0	0	0
10S22/02	Sklejka liściasta suchotrwała 10x1525x1525 BB/C	szt	0	0	0
10S22/05 E	Sklejka liściasta wodoodporna 10x1250x2500 BB/C	szt	0	0	0
10S22/06 E	Sklejka liściasta wodoodporna 10x2500x1250 BB/C	szt	0	0	0
10S31/05	Płyta OSB3 10x1250x2500	szt	0	0	0
10S35/05 T	Sklejka topolowa 10x1250x2500 BB/CC	szt	0	0	0
114S07/117 E	Sklejka liściasta wodoodporna 11,4x1250x3075mm	szt	0	0	0
12,7S04/09	Sklejka liściasta suchotrwała 12x1525x2500 BB/BB	szt	0	0	0
124S07/06 E	Sklejka liściasta wodoodporna 12,4x2500x1250 CP/CP	szt	0	0	0
127S06/09 MR	Sklejka liściasta suchotrwała 12,7x1525x2500 BB/WG	szt	0	0	0
127S09/05 E	Sklejka liściasta wodoodporna 12,7x1250x2500	szt	0	0	0
127S11/05 E S2S	Sklejka liściasta wodoodporna 12,7x1250x2500 S2S KILO	szt	0	0	0
12S02/02	Sklejka liściasta suchotrwała 12x1525x1525 B/BB	szt	0	0	0
12S02/04 E	Sklejka liściasta wodoodporna 12x2440x1220 B/BB	szt	0	0	0
12S02/05 E	Sklejka liściasta wodoodporna 12x1250x2500 B/BB	szt	0	0	0
12S02/06 E	Sklejka liściasta wodoodporna 12x2500x1250 B/BB	szt	0	0	0
12S03/04 E	Sklejka liściasta wodoodporna 12x2440x1220mm S/BB	szt	0	0	0
12S04/02	Sklejka liściasta suchotrwała 12x1525x1525 BB/BB	szt	0	0	0
12S04/03 E	Sklejka liściasta wodoodporna 12x1220x2440 BB/BB	szt	0	0	0
12S04/03 MR	Sklejka liściasta suchotrwała 12x1220x2440 BB/BB	szt	0	0	0
12S04/04 E	Sklejka liściasta wodoodporna 12x2440x1220 BB/BB	szt	0	0	0
12S04/04 E IGL	sklejka iglasta, gr. 12x2440x1220	szt	0	0	0
12S04/05 E	Sklejka liściasta wodoodporna 12x1250x2500 BB/BB	szt	0	0	0
12S04/05 MR	Sklejka liściasta suchotrwała 12x1250x2500 BB/BB	szt	86,0267	167,93	14446,45
12S04/05 MR T	Sklejka topolowa 12x1250x2500 BB/BB	szt	0	0	0
12S04/06 E	Sklejka liściasta wodoodporna 12x2500x1250 BB/BB	szt	0	0	0
12S04/07 MR	Sklejka liściasta suchotrwała 12x1500x2500 BB/BB	szt	24	197,78	4746,76
12S04/09 MR	Sklejka liściasta suchotrwała 12x1525x2500 BB/BB	szt	30,0109	208,71	6263,56
12S04/11 E	Sklejka liściasta wodoodporna 12x1525x3050 BB/BB	szt	0	0	0
12S04/11 MR	Sklejka liściasta suchotrwała 12x1525x3050 BB/BB	szt	0	0	0
12S04/115 E	Sklejka liściasta wodoodporna 12x1540x3065 BB/BB	szt	0	0	0
12S04/12 E	Sklejka liściasta wodoodporna 12x1500x3000 BB/BB	szt	0	0	0
12S04/22 MR	Sklejka liściasta suchotrwała 12x1525x2440 BB/BB	szt	0	0	0
12S04/60 E	Sklejka liściasta wodoodporna 12x1250x2750 BB/BB	szt	0	0	0
12S05/02	Sklejka liściasta suchotrwała 12x1525x1525 BB/CP	szt	0	0	0
12S05/03	Sklejka liściasta wodoodporna 12x1220x2440 BB/CP	szt	0	0	0
12S05/04 E	Sklejka liściasta wodoodporna 12x2440x1220 BB/CP	szt	0	0	0
12S05/05 E	Sklejka liściasta wodoodporna 12x1250x2500 BB/CP	szt	239,8014	171,02	41011,99
12S05/06 E	Sklejka liściasta wodoodporna 12x2500x1250 BB/CP	szt	0	0	0
12S05/06 E BX	Sklejka iglasta wodoodporna 12x2500x1250 BX	szt	0	0	0
12S05/115 E	Sklejka liściasta wodoodporna 12x1540x3065 BB/CP	szt	0	0	0
12S05/12 E	Sklejka liściasta wodoodporna 12x1500x3000 BB/CP	szt	109	162	17658
12S06/03 E	Sklejka liściasta wodoodporna 12x1220x2440 BB/WG	szt	0	0	0
12S06/03 MR	Sklejka liściasta suchotrwała 12x1220x2440 BB/WG	szt	0	0	0
12S06/04 E	Sklejka liściasta wodoodporna 12x2440x1220 BB/WG	szt	399,982	147,37	58946,76
12S06/05 E	Sklejka liściasta wodoodporna 12x1250x2500 BB/WG	szt	302,8966	153,02	46349,53
12S06/05 MR	Sklejka liściasta suchotrwała 12x1250x2500 BB/WG	szt	32	148,78	4760,96
12S06/06 E	Sklejka liściasta wodoodporna 12x2500x1250 BB/WG	szt	50	155,03	7751,48
12S06/06 E FSC Mix Credit	Sklejka liściasta wodoodporna 12x2500x1250 BB/WG FSC Mix Credit SGSCH-COC-009690	szt	881,9934	169,68	149659,63
12S06/07 MR	Sklejka liściasta 12x1500x2500 BB/WG	szt	56	167,84	9399,25
12S06/09 MR	Sklejka liściasta suchotrwała 12x1525x2500 BB/WG	szt	129,0054	172,96	22313,4
12S06/11 E	Sklejka liściasta wodoodporna 12x1525x3050 BB/WG	szt	9,9786	227,77	2272,84
12S06/12 E	Sklejka liściasta wodoodporna 12x1500x3000 BB/WG	szt	17	221,05	3757,78
12S06/12 MR	Sklejka liściasta suchotrwała 12x1500x3000 BB/WG	szt	0	0	0
12S06/27 E	Sklejka liściasta wodoodporna 12x2150x3850 BB/WG	szt	0	0	0
12S06/29 E	Sklejka liściasta wodoodporna 12x1250x3050 BB/WG	szt	0	0	0
12S06/60 E	Sklejka liściasta wodoodporna 12x1250x2750 BB/WG	szt	0	0	0
12S06/75 E	Sklejka liściasta wodoodporna 12x2150x4000 BB/WG	szt	0	0	0
12S07/02	Sklejka liściasta suchotrwała 12x1525x1525 CP/CP	szt	0	0	0
12S07/02 E	Sklejka liściasta wodoodporna 12x1525x1525 CP/CP	szt	0	0	0
12S07/04 E	Sklejka liściasta wodoodporna 12x2440x1220 CP/CP	szt	0	0	0
12S07/05 E	Sklejka liściasta wodoodporna 12x1250x2500 CP/CP	szt	780,0002	162,14	126471,07
12S07/06 E	Sklejka liściasta wodoodporna 12x2500x1250 CP/CP	szt	0	0	0
12S07/09 E	Sklejka liściasta wodoodporna 12x1525x2500 CP/CP	szt	0	0	0
12S07/11 E	Sklejka liściasta wodoodporna 12x1525x3050 CP/CP	szt	0	0	0
12S07/12 E	Sklejka liściasta wodoodporna 12x1500x3000 CP/CP	szt	0	0	0
12S08/05 E	Sklejka liściasta wodoodporna 12x1250x2500 WGE/WGE	szt	0	0	0
12S08/06 E	Sklejka liściasta wodoodporna 12x2500x1250 WGE/WGE	szt	0	0	0
12S09/03 E	Sklejka liściasta wodoodporna 12x1220x2440 WG/WG	szt	0	0	0,03
12S09/04 E	Sklejka liściasta wodoodporna 12x2440x1220 WG/WG	szt	0	0	0
12S09/05 E	Sklejka liściasta wodoodporna 12x1250x2500 WG/WG	szt	212,9855	135,78	28919,25
12S09/05 MR	Sklejka liściasta suchotrwała 12x1250x2500 WG/WG	szt	0	0	0
12S09/06 E	Sklejka liściasta wodoodporna 12x2500x1250 WG/WG	szt	0	0	0
12S09/09 MR	Sklejka brzozowa suchotrwała 12x1525x2500 WG/WG	szt	38	165,25	6279,63
12S09/11 E	Sklejka liściasta wodoodporna 12x1525x3050 WG/WG	szt	0	0	0
12S09/12 E	Sklejka liściasta wodoodporna 12x1500x3000 WG/WG	szt	0	0	0
12S09/23 E	Sklejka liściasta wodoodporna 12x1500x2700 WG/WG	szt	0	0	0
12S09/27 E	Sklejka liściasta wodoodporna 12x2150x3850 WG/WG	szt	0	0	0
12S09/39 E	Sklejka liściasta wodoodporna 12x1220x2500 WG/WG	szt	66,0109	121,81	8040,9
12S09/60 E	Sklejka liściasta wodoodporna 12x1250x2750 WG/WG	szt	0	0	0
12S09/DKG1 E	sklejka liściasta WD, gr. 12 mm, średnica 800 mm,	szt	0	0	0
12S09/DKG2 E	sklejka liściasta WD, gr. 12 mm, średnica 800 mm,	szt	0	0	0
12S09/DKG3 E	sklejka liściasta WD, gr. 12 mm, średnica 400 mm,	szt	0	0	0
12S09/DKG4 E	sklejka liściasta WD, gr. 12 mm, średnica 400 mm,	szt	0	0	0
12S10/02	Sklejka liściasta suchotrwała 12x1525x1525 C/C	szt	0	0	0
12S10/02 E	Sklejka liściasta wodoodporna 12x1525x1525 C/C	szt	0	0	0
12S10/03 E	Sklejka liściasta wodoodporna 12x1220x2440 C/C	szt	0	0	0
12S10/03 E S2S	Sklejka liściasta wodoodporna 12x1220x2440 C/C S2S	szt	0	0	0
12S10/03 E TB	Sklejka bintangor/topola 12x1220x2440 C/C	szt	0	0	0
12S10/03 MR T	Sklejka topolowa suchotrwała 12x1220x2440 C/C	szt	0	0	0
12S10/04 E	Sklejka liściasta wodoodporna 12x2440x1220 C/C	szt	0	0	0
12S10/04 E EP	Sklejka elliotis pine 12x2440x1220 C+/C	szt	0	0	0
12S10/04 E S2S	Sklejka liściasta wodoodporna 12x2440x1220 C/C S2S	szt	0	0	0
12S10/05 E	Sklejka liściasta wodoodporna 12x1250x2500 C/C	szt	15,9665	127,18	2030,67
12S10/05 E S2S	Sklejka liściasta wodoodporna 12x1250x2500 C/C S2S	szt	659,9975	127,64	84244,47
12S10/05 E TB	Sklejka bintangor/topola 12x1250x2500 C/C	szt	0	0	0
12S10/06 E	Sklejka liściasta wodoodporna 12x2500x1250 C/C	szt	0	0	0
12S10/06 E EP	Sklejka iglasta wodoodporna 12x2500x1250 CX	szt	0	0	0
12S10/06 E S2S	Sklejka liściasta wodoodporna 12x2500x1250 C/C S2S	szt	0	0	0
12S10/07 E	Sklejka liściasta wodoodporna 12x1500x2500 C/C	szt	0	0	0
12S10/07 E S2S	Sklejka liściasta wodoodporna 12x1500x2500 C/C S2S	szt	0	0	0
12S10/08 E	Sklejka liściasta wodoodporna 12x2500x1500 C/C	szt	0	0	0
12S10/09 E	Sklejka liściasta wodoodporna 12x1525x2500 C/C	szt	0	0	0
12S10/10 E	Sklejka liściasta wodoodporna 12x2500x1525 C/C	szt	0	0	0
12S10/11 E	Sklejka liściasta wodoodporna 12x1525x3050 C/C	szt	157,9655	213,61	33742,27
12S10/11 E S2S	Sklejka liściasta wodoodporna 12x1525x3050 C/C	szt	0	0	0
12S10/12	Sklejka liściasta brzozowa 12x1500x3000 C/C	szt	0	0	0
12S10/12 E	Sklejka liściasta wodoodporna 12x1500x3000 C/C	szt	45	137,7	6196,5
12S10/12 E FSC	Sklejka liściasta wodoodporna 12x1500x3000 C/C FSC 100% SGSCH-COC-009690	szt	614	230,04	141244,56
12S10/12 E S2S	Sklejka liściasta wodoodporna 12x1500x3000 C/C S2S	szt	0	0	0
12S10/42 E	Sklejka liściasta wodoodporna 12x1500x1500 C/C	szt	0	0	0
12S11/02 E S2S	Sklejka liściasta wodoodporna 12x1525x1525 S2S	szt	0	0	0
12S11/03 E	Sklejka liściasta wodoodporna 12x1220x2440	szt	0	0	0
12S11/03 E PQ	Sklejka liściasta wodoodporna 12x1220x2440	szt	0	0	0
12S11/03 PQ	Sklejka liściasta foliowana 12x1220x2440	szt	0	0	0
12S11/03 PQ F	Sklejka liściasta foliowana 12x1220x2440	szt	0	0	0
12S11/04 E	Sklejka liściasta wodoodporna 12x2440x1220	szt	0	0	0
12S11/05 E	Sklejka liściasta wodoodporna 12x1250x2500	szt	50	77,67	3883,41
12S11/05 E PQ	Sklejka liściasta wodoodporna 12x1250x2500	szt	0	0	0
12S11/05 PQ F	Sklejka liściasta wodoodporna 12x1250x2500	szt	0	0	0
12S11/05 PQ/PQ	Sklejka liściasta foliowana 12x1250x2500	szt	0	0	0
12S11/07 E	Sklejka liściasta wodoodporna 12x1500x2500	szt	4	43,18	172,7
12S11/07 PQ	Sklejka liściasta wodoodporna 12x1500x2500	szt	0	0	0
12S11/07 PQ F	Sklejka liściasta foliowana 12x1500x2500	szt	0	0	0
12S11/09 E	Sklejka liściasta wodoodporna 12x1525x2500	szt	0	0	0
12S11/09 PQ	Sklejka liściasta wodoodporna 12x1525x2500	szt	0	0	0
12S11/09 PQ F	Sklejka liściasta wodoodporna 12x1525x2500	szt	0	0	0
12S11/106 PQ F	Sklejka foliowana wodoodporna 12x1850x1220	szt	0	0	0
12S11/11 E	Sklejka liściasta wodoodporna 12x1525x3050	szt	3,0099	110,92	333,87
12S11/11 PQ	Sklejka liściasta wodoodporna 12x1525x3050	szt	3,9966	55,74	222,78
12S11/11 PQ F	Sklejka liściasta wodoodporna 12x1525x3050	szt	0	0	0
12S11/12 E	Sklejka liściasta wodoodporna 12x1500x3000	szt	0	0	0
12S11/12 PQ	Sklejka liściasta wodoodporna 12x1500x3000	szt	1	49,33	49,33
12S11/12 PQF	Sklejka liściasta foliowana 12x1500x3000	szt	0	0	0
12S11/26 E	Sklejka liściasta wodoodporna 12x2150x1250	szt	21,9845	64,37	1415,23
12S11/26 PQ	Sklejka liściasta wodoodporna 12x2150x1250	szt	0	0	0
12S11/26 PQ F	Sklejka liściasta foliowana 12x2150x1250	szt	10	30,49	304,89
12S11/29 E S2S	Sklejka liściasta wodoodporna 12x1250x3050 S2S	szt	0	0	0
12S11/30 PQ	Sklejka liściasta foliowana 12x1250x3000	szt	0	0	0
12S11/56 E S2S	Sklejka liściasta wodoodporna 12x1525x2750 S2S	szt	0	0	0
12S11/56 PQ	Sklejka liściasta wodoodporna 12x1525x2750	szt	0	0	0
12S11/56 PQ F	Sklejka liściasta wodoodporna 12x1525x2750 PQ F	szt	0	0	0
12S11/60 E S2S	Sklejka liściasta wodoodporna 12x1250x2750 S2S	szt	0	0	0
12S11/64 PQ F	Sklejka liściasta wodoodporna 12x1200x2400	szt	0	0	0
12S11/65 PQ	Sklejka liściasta wodoodporna 12x1525x2150 Folia	szt	0	0	0
12S11/65 PQF	Sklejka liściasta foliowana 12x1525x2150	szt	0	0	0
12S11/69 E	Sklejka liściasta wodoodporna 12x2150x1525	szt	67,9893	78,69	5350,38
12S11/69 E PQ	Sklejka liściasta wodoodporna 12x2150x1525	szt	0	0	0
12S11/69 PQ F	Sklejka liściasta foliowana 12x2150x1525	szt	107,0037	42,37	4533,77
12S11/76 PQ	Sklejka liściasta wodoodporna 12x1525x3660	szt	0	0	0
12S11/76 PQ-F	Sklejka liściasta foliowana 12x1525x3660	szt	0	0	0
12S11/90 PQF	Sklejka liściasta wodoodporna 12x1525x3340	szt	0	0	0
12S11/96 E	Sklejka liściasta wodoodporna 12x1850x1525	szt	77,9782	67,5	5263,9
12S11/96 PQ	Sklejka liściasta wodoodporna 12x1850x1525	szt	0	0	0
12S12/03 F/F black	Sklejka liściasta foliowana 12x1220x2440 F/F czarna	szt	0	0	0
12S12/03 F/F green	Sklejka liściasta foliowana 12x1220x2440 F/F zielona	szt	0	0	0
12S12/03 F/F red	Sklejka liściasta foliowana 12x1220x2440 F/F czerwona	szt	0	0	0
12S12/03 M/M c.less MR	Sklejka liściasta suchotrwała 12x1220x2440 M/M Transparentna	szt	0	0	0
12S12/03 M/M trans	Sklejka liściasta foliowana 12x1220x2440 M/M transparentna	szt	0	0	0
12S12/03 M/M White	Sklejka liściasta foliowana 12x1220x2440 M/M	szt	5,011	162,21	812,83
12S12/03 PPL/F black/black	Sklejka liściasta foliowana 12x1220x2440 PPL/F	szt	0	0	0
12S12/05 E PAINT	Sklejka liściasta foliowana 12x1250x2500 F/F PAINT	szt	0	0	0
12S12/05 F/F	Sklejka liściasta foliowana 12x1250x2500 F/F	szt	623,9972	169,2	105581,67
12S12/05 F/F black	Sklejka liściasta foliowana 12x1250x2500 F/F czarna	szt	386,1053	161,08	62192,23
12S12/05 F/F blue	Sklejka liściasta foliowana 12x1250x2500 F/F niebieska	szt	0	0	0
12S12/05 F/F CH	Sklejka topolowa foliowana 12x1250x2500 F/F	szt	0	0	0
12S12/05 F/F grey	Sklejka liściasta foliowana 12x1250x2500 F/F szara	szt	56	169,64	9499,7
12S12/05 F/F logo	Sklejka liściasta foliowana 12x1250x2500 F/F logo	szt	0	0	0
12S12/05 F/F s.grey	Sklejka liściasta foliowana 12x1250x2500 F/F s.grey	szt	0	0	0
12S12/05 F/F s.grey/d.br.	Sklejka liściasta foliowana 12x1250x2500 F/F szara/brąz	szt	30	170,39	5111,57
12S12/05 F/F TE	Sklejka liściasta foliowana 12x1250x2500 F/F	szt	0	0	0
12S12/05 F/F yell.	Sklejka liściasta foliowana 12x1250x2500 F/F żółta	szt	0	0	0
12S12/05 M/M grey	Sklejka liściasta foliowana 12x1250x2500 M/M szara	szt	0	0	0
12S12/05 M/M Trans	Sklejka liściasta foliowana 12x1250x2500 M/M transparentna	szt	0	0	0
12S12/05 M/M White	Sklejka liściasta foliowana 12x1250x2500 M/M	szt	30,9867	174,94	5420,69
12S12/05 MR Opal White	Sklejka liściasta suchotrwała 12x1250x2500 Opal White	szt	0	0	0
12S12/07 F/F honey	Sklejka liściasta suchotrwała 12x1500x2500 F/F Honey	szt	0	0	0
12S12/07 F/F Opal White	Sklejka liściasta suchotrwała 12x1500x2500 F/F Opal White	szt	0	0	0
12S12/07 M/M	Sklejka liściasta foliowana 12x1500x2500 M/M	szt	0	0	0
12S12/07 M/M colorless MR	Sklejka liściasta suchotrwała 12x1500x2500 M/M Transparentna	szt	0	0	0
12S12/09 F/F honey	Sklejka liściasta suchotrwała 12x1525x2500 F/F Honey	szt	0	0	0
12S12/09 F/F logo	Sklejka liściasta foliowana 12x1525x2500 F/F logo	szt	42,9945	185,65	7981,92
12S12/09 F/F Opal White	Sklejka liściasta suchotrwała 12x1525x2500 F/F Opal White	szt	0	0	0
12S12/109 F/F	Sklejka liściasta foliowana 12x1850x3050 F/F	szt	19,997	233,65	4672,35
12S12/11 F/F	Sklejka liściasta foliowana 12x1525x3050 F/F	szt	0	0	0
12S12/11 F/F black	Sklejka liściasta foliowana 12x1525x3050 F/F	szt	0	0	0
12S12/11 F/F grey	Sklejka liściasta foliowana 12x1525x3050 F/F grey	szt	24,0076	252,11	6052,62
12S12/11 F/F Honey	Sklejka liściasta suchotrwała 12x1525x3050 F/F Honey	szt	0	0	0
12S12/11 F/F s. grey	Sklejka liściasta foliowana 12x1525x3050 F/F silver grey	szt	0	0	0
12S12/11 M/M White	Sklejka liściasta foliowana 12x1525x3050 M/M	szt	0	0	0
12S12/12 F/F	Sklejka liściasta foliowana 12x1500x3000 F/F	szt	19	210,18	3993,38
12S12/12 F/F 220 g	Sklejka liściasta foliowana 12x1500x3000 F/F 220 g	szt	0	0	0
12S12/12 F/F black	Sklejka liściasta foliowana 12x1500x3000 F/F czarna	szt	0	0	0
12S12/12 F/F grey	Sklejka liściasta foliowana 12x1500x3000 F/F szara	szt	0	0	0
12S12/12 F/F honey	Sklejka liściasta suchotrwała 12x1500x3000 F/F Honey	szt	0	0	0
12S12/12 F/F logo	Sklejka liściasta foliowana 12x1500x3000 F/F logo	szt	0	0	0
12S12/12 M/F	Sklejka liściasta foliowana 12x1500x3000 M/F	szt	0	0	0
12S12/12 M/M	Sklejka liściasta foliowana 12x1500x3000 M/M	szt	0	0	0
12S12/14 F/F	Sklejka liściasta foliowana 12x1220x3050 F/F	szt	0	0	0
12S12/22 F/F honey	Sklejka liściasta suchotrwała 12x1525x2440 F/F Honey	szt	0	0	0
12S12/22 M/M c.less	Sklejka liściasta suchotrwała 12x1525x2440 F/F melamina bezbarwna	szt	0	0	0
12S12/28 F/F honey	Sklejka liściasta suchotrwała 12x1525x3000 F/F Honey	szt	0	0	0
12S12/29 M/M c.less	Sklejka liściasta suchotrwała 12x1250x3050 F/F melamina bezbarwna	szt	0	0	0
12S12/64 M/F	Sklejka liściasta foliowana 12x1200x2400 M/F	szt	0	0	0
12S12/71 F/F Honey	Sklejka liściasta suchotrwała 12x1520x2200 F/F Honey	szt	0	0	0
12S12/80 M/M	Sklejka liściasta foliowana 12x1525x2700 M/M	szt	0	0	0
12S13/03 F/F blue	Sklejka liściasta foliowana 12x1220x2440 F/F niebieska	szt	0	0	0
12S13/03 F/F grey	Sklejka liściasta foliowana 12x1220x2440 F/F szara	szt	0	0	0
12S13/03 M/M c.less MR	Sklejka liściasta suchotrwała 12x1220x2440 M/M Transparentna	szt	0	0	0
